0.000000,46.549922,40.821389,45.962530,45.661178,45.066835,47.446644,47.781930,39.232080,51.254611,47.879140,53.606307,46.169576,45.599758,49.259812,57.930079,46.414574,50.281989,43.800632,52.379703,43.168886,49.057782,43.799532,42.094121,51.170177,43.336405,51.173475,40.243155,45.934891,35.153263,36.277249,39.457568,41.160104,39.354178,46.672234,44.952666,48.996408,43.136392,32.547772,47.270398,44.202550,47.417507,37.795452,43.420588,48.851637,48.169678,46.789590,47.410164,46.595318,43.970390
46.549922,0.000001,63.751851,47.658584,47.480755,39.562746,53.002293,46.428395,53.342245,51.381139,45.445131,41.674644,45.406708,28.519960,36.745786,55.292683,47.931070,52.200171,34.116032,57.888948,43.114589,52.374677,44.743448,52.829872,50.608358,46.184098,58.982452,52.460886,50.763268,45.045671,50.869037,42.455310,39.296264,51.714736,46.016947,45.575485,51.553602,41.706120,47.612865,43.656266,57.641302,44.698438,40.716075,49.044890,49.039863,40.961111,41.658626,49.021269,45.990683,45.472554
40.821389,63.751851,0.000000,41.185046,48.643619,45.450173,45.601251,51.151165,41.164820,44.466240,47.702705,57.849022,44.688353,63.081130,58.491658,55.798727,53.471061,47.509762,51.172760,52.873903,49.227299,51.347586,52.074416,44.770425,47.967682,46.299596,41.540486,56.510547,42.733571,48.858564,37.543517,54.344757,53.811040,41.505424,45.459446,50.653733,46.597298,52.950995,38.234143,53.444841,37.133093,50.893219,49.085001,53.691833,54.488087,45.244782,48.754098,48.526798,50.367154,48.814075
45.962530,47.658584,41.185046,0.000000,40.246585,45.890963,35.287508,33.565872,31.196774,32.599908,34.361408,51.398846,34.356116,48.777808,38.888978,48.663309,44.773326,37.589810,37.124620,43.975253,37.432268,40.373908,38.222521,33.236027,41.594914,45.221847,42.282106,52.868669,45.673393,40.062693,39.699171,36.838897,33.428022,45.048198,46.438321,31.809799,34.439832,44.041164,35.855693,41.935788,41.306991,45.985233,43.380008,39.369499,38.982754,39.386654,40.501795,47.549421,40.110533,44.585046
45.661178,47.480755,48.643619,40.246585,0.000000,44.942087,43.449787,55.082491,46.050479,52.165128,49.346279,39.481541,43.115509,48.931967,42.864806,52.271714,52.513480,49.082636,51.347907,45.072025,30.314858,48.534987,52.017841,40.673399,49.899255,46.169456,43.565738,54.835215,31.888212,43.096595,45.482638,42.858364,46.481457,46.160374,41.345406,39.307349,50.040566,46.575639,41.519967,41.214035,47.712520,44.904914,45.575248,46.340308,46.690979,46.399776,49.658108,43.717413,42.648199,50.638575
45.066835,39.562746,45.450173,45.890963,44.942087,0.000000,50.930558,46.170697,46.359688,56.285420,53.699371,49.568204,43.935367,35.724242,49.645749,55.645959,52.231437,54.530504,41.772058,57.460998,46.709799,61.316307,53.409765,52.706717,43.320174,41.074198,55.376787,55.525591,46.811925,48.458292,39.068971,49.311184,46.178190,44.707402,41.288848,48.874153,53.622670,51.473767,45.540317,44.696729,55.348835,37.770317,47.748585,51.894462,60.499120,44.846332,48.009448,41.224922,55.601107,44.450222
47.446644,53.002293,45.601251,35.287508,43.449787,50.930558,0.000000,50.347385,32.739822,45.847354,44.697834,55.704240,40.957942,50.222353,51.011058,46.636788,52.179356,45.459098,47.639133,39.637713,48.055455,37.921590,47.589368,32.960253,40.938704,45.750702,36.901434,56.837820,45.283420,41.179944,37.213982,43.229834,42.802686,55.598321,49.026860,36.723566,41.420804,55.219272,45.968564,41.351849,40.421756,47.082815,49.829418,38.356035,48.621878,41.649328,41.980225,42.208705,50.547362,48.053209
47.781930,46.428395,51.151165,33.565872,55.082491,46.170697,50.347385,0.000000,44.519058,47.544103,37.669476,57.998816,44.005747,47.669870,52.005432,46.064249,46.309138,45.244324,44.308831,57.005777,43.986221,59.367827,36.199626,50.715741,54.817032,53.288854,53.812965,61.575696,59.532722,44.501751,49.103931,47.991067,34.584598,52.012278,56.406948,45.218935,43.893458,41.094021,40.067818,50.305167,53.800692,51.267884,42.839691,48.124885,47.020951,46.967765,48.734157,44.454100,53.017589,52.041430
39.232080,53.342245,41.164820,31.196774,46.050479,46.359688,32.739822,44.519058,0.000001,47.668604,43.405123,57.761121,41.301636,51.403350,52.784126,51.245861,46.461241,50.194826,45.917032,51.215115,48.123331,45.283647,48.662512,37.180234,41.725156,39.801025,42.426268,51.359275,50.002013,37.298553,29.158268,36.625088,39.806032,49.075334,46.233338,33.271166,42.964948,55.641421,36.437027,46.503642,37.989597,46.391114,49.501460,42.381914,49.435320,41.689999,49.196840,49.474919,48.159459,49.182749
51.254611,51.381139,44.466240,32.599908,52.165128,56.285420,45.847354,47.544103,47.668604,0.000000,33.120392,55.413017,42.172539,57.531594,40.103824,51.790442,55.050196,32.094854,46.883851,52.701479,47.873876,49.880829,43.610444,43.785715,51.676625,53.917893,40.509119,57.538748,48.433652,54.185818,48.639507,48.036449,43.508240,42.604650,51.821235,47.423365,41.301009,45.463578,46.859490,47.620900,43.627335,54.021671,40.683562,50.713849,43.259827,48.387403,51.921097,55.274182,49.281559,50.313893
47.879140,45.445131,47.702705,34.361408,49.346279,53.699371,44.697834,37.669476,43.405123,33.120392,0.000000,55.500450,41.228090,53.046698,45.285922,46.037341,47.711911,44.218809,45.131487,56.461091,39.370297,50.415450,41.220745,40.810298,57.584753,47.350582,47.898984,48.332320,53.139767,49.867097,46.273072,43.898551,43.203827,52.284852,50.717444,51.374383,39.935032,46.322260,44.776569,38.390282,47.545331,51.532256,38.945175,51.535792,48.450836,42.944559,44.073420,54.963463,45.206216,51.713785
53.606307,41.674644,57.849022,51.398846,39.481541,49.568204,55.704240,57.998816,57.761121,55.413017,55.500450,0.000000,39.833819,45.639408,45.902388,52.107783,53.680395,53.932881,47.017777,45.802300,39.840086,56.688460,46.351597,50.811052,54.771013,56.108494,55.988920,66.733656,46.410610,52.245320,60.798172,51.912967,47.849284,44.652855,45.796949,42.102278,45.805468,45.034057,54.203098,48.504509,53.682847,50.276250,48.577841,44.668267,51.747790,41.651358,57.203641,53.828379,48.217363,42.721810
46.169576,45.406708,44.688353,34.356116,43.115509,43.935367,40.957942,44.005747,41.301636,42.172539,41.228090,39.833819,0.000000,42.235081,41.766705,44.137559,44.859365,38.034211,32.047558,40.340895,37.896959,42.264629,34.430625,34.017926,38.062418,47.266497,49.092246,53.170428,40.254646,47.167274,44.985275,46.633629,36.089970,45.310217,41.191180,29.734592,34.033389,41.870534,45.464115,42.173997,51.277929,44.639102,40.434524,42.447410,45.615484,37.816455,49.277638,46.385304,36.503003,36.463174
45.599758,28.519960,63.081130,48.777808,48.931967,35.724242,50.222353,47.669870,51.403350,57.531594,53.046698,45.639408,42.235081,0.000000,46.769513,56.254111,56.182067,54.202705,41.569034,53.504852,42.965272,57.238827,45.907823,55.432084,43.532884,51.468105,57.663361,54.316674,52.443200,45.501163,47.470960,43.652496,34.487215,53.806034,52.787550,42.841878,48.027253,47.000618,54.490710,47.173041,61.039920,49.963547,46.244402,47.883495,60.026313,48.855870,51.267825,53.811494,57.401035,44.134520
49.259812,36.745786,58.491658,38.888978,42.864806,49.645749,51.011058,52.005432,52.784126,40.103824,45.285922,45.902388,41.766705,46.769513,0.000000,60.712013,44.568270,45.206057,42.222870,52.766720,37.732681,47.656387,37.583460,39.532678,43.792051,43.501484,54.590457,52.642971,46.413393,44.363328,53.521380,36.559875,41.258721,46.679088,39.422688,41.896083,46.598771,37.463831,46.000214,35.430772,54.522745,44.358776,43.303991,45.622829,42.960562,45.937888,49.210764,52.269759,43.726341,43.341758
57.930079,55.292683,55.798727,48.663309,52.271714,55.645959,46.636788,46.064249,51.245861,51.790442,46.037341,52.107783,44.137559,56.254111,60.712013,0.000000,51.103684,49.084480,50.449590,49.032648,48.098243,62.027266,46.770966,55.759981,55.068686,57.081314,56.862196,62.652262,46.495615,50.187106,50.920425,54.953124,50.461170,52.421798,53.737010,47.069098,53.038588,48.619260,59.027598,52.325471,47.895474,54.278003,46.212723,51.630394,51.089081,49.688808,56.479156,49.636982,52.464162,50.319884
46.414574,47.931070,53.471061,44.773326,52.513480,52.231437,52.179356,46.309138,46.461241,55.050196,47.711911,53.680395,44.859365,56.182067,44.568270,51.103684,0.000001,57.658758,44.332005,53.425089,46.996131,54.232521,33.578136,41.493410,54.337860,49.917229,65.623606,51.685397,50.761580,41.974895,48.154010,42.058020,53.006102,54.160895,50.707012,44.913326,49.440083,41.570060,50.418355,49.212021,44.726585,47.177621,46.915697,41.296451,49.005287,34.194800,38.214357,51.522055,42.321544,41.931429
50.281989,52.200171,47.509762,37.589810,49.082636,54.530504,45.459098,45.244324,50.194826,32.094854,44.218809,53.932881,38.034211,54.202705,45.206057,49.084480,57.658758,0.000000,42.976165,42.773129,43.514280,50.757886,46.133074,41.829729,53.815592,53.463831,43.788638,60.220150,38.634695,48.964863,48.858933,54.702944,44.396624,36.465488,47.062964,40.850406,43.357361,34.214137,47.398311,49.469045,49.375032,49.422900,43.833621,49.948324,45.271005,46.064459,55.541356,45.838873,47.855203,49.570289
43.800632,34.116032,51.172760,37.124620,51.347907,41.772058,47.639133,44.308831,45.917032,46.883851,45.131487,47.017777,32.047558,41.569034,42.222870,50.449590,44.332005,42.976165,0.000001,46.976549,45.526311,38.800761,43.286120,39.999025,44.302343,46.812344,60.670431,43.750255,45.734446,42.644523,43.360136,48.186744,43.201318,44.384006,41.578885,39.999025,49.724589,41.927702,42.882255,44.377677,53.269176,43.502266,36.817824,44.282730,42.847646,38.819157,37.097857,47.251760,27.949369,36.360627
52.379703,57.888948,52.873903,43.975253,45.072025,57.460998,39.637713,57.005777,51.215115,52.701479,56.461091,45.802300,40.340895,53.504852,52.766720,49.032648,53.425089,42.773129,46.976549,0.000000,41.120677,39.839701,44.332052,44.463947,52.958702,59.518402,54.569670,65.060257,44.916276,50.691634,55.474754,47.699808,50.084241,52.748848,54.075834,40.398003,45.907188,44.176802,52.023333,52.479563,49.498482,48.338703,52.286346,39.261081,45.543609,47.917563,52.508535,56.456145,48.582877,50.780562
43.168886,43.114589,49.227299,37.432268,30.314858,46.709799,48.055455,43.986221,48.123331,47.873876,39.370297,39.840086,37.896959,42.965272,37.732681,48.098243,46.996131,43.514280,45.526311,41.120677,0.000000,48.734424,35.823991,43.067731,48.839639,43.487973,47.502447,51.532145,42.212619,38.879638,50.148952,39.698894,37.672684,41.892230,46.670197,41.863884,41.906249,36.782113,41.857687,40.844235,46.487614,42.965272,38.787887,44.527724,43.657847,43.370490,49.539282,51.782986,41.770423,50.572875
49.057782,52.374677,51.347586,40.373908,48.534987,61.316307,37.921590,59.367827,45.283647,49.880829,50.415450,56.688460,42.264629,57.238827,47.656387,62.027266,54.232521,50.757886,38.800761,39.839701,48.734424,0.000000,48.890525,37.608543,45.188044,50.400661,51.248496,56.087633,50.439930,47.354221,50.365018,45.229964,49.084347,61.874494,51.999819,41.454467,51.300755,53.995925,40.973322,49.558318,50.507835,49.819061,47.938511,43.004336,39.626761,48.927134,41.294843,57.685389,34.802118,55.041959
43.799532,44.743448,52.074416,38.222521,52.017841,53.409765,47.589368,36.199626,48.662512,43.610444,41.220745,46.351597,34.430625,45.907823,37.583460,46.770966,33.578136,46.133074,43.286120,44.332052,35.823991,48.890525,0.000000,43.227730,46.095576,53.235686,53.085967,57.907254,52.508497,40.292814,54.147924,40.410338,32.260151,50.860638,53.271767,39.745376,32.347362,33.846831,44.640662,48.790674,47.528273,49.663949,39.498680,35.059059,41.165382,42.079424,46.393023,50.906273,46.356027,45.348669
42.094121,52.829872,44.770425,33.236027,40.673399,52.706717,32.960253,50.715741,37.180234,43.785715,40.810298,50.811052,34.017926,55.432084,39.532678,55.759981,41.493410,41.829729,39.999025,44.463947,43.067731,37.608543,43.227730,0.000000,47.050860,44.845620,48.069100,45.850145,41.662536,38.830928,38.418966,44.144982,48.607291,46.213466,41.565629,37.364738,42.758514,45.902502,42.986142,31.468874,45.127249,43.572390,42.190072,35.250905,46.923590,38.019703,42.242521,44.347591,36.108919,39.275119
51.170177,50.608358,47.967682,41.594914,49.899255,43.320174,40.938704,54.817032,41.725156,51.676625,57.584753,54.771013,38.062418,43.532884,43.792051,55.068686,54.337860,53.815592,44.302343,52.958702,48.839639,45.188044,46.095576,47.050860,0.000000,42.022430,46.750041,57.989600,47.456263,39.140065,42.876610,42.940306,41.511605,53.452175,41.366701,35.417907,49.812220,54.046088,49.767140,46.679811,51.216166,45.363760,50.192689,46.313417,49.376501,48.201789,52.044342,49.755352,50.676473,46.197119
43.336405,46.184098,46.299596,45.221847,46.169456,41.074198,45.750702,53.288854,39.801025,53.917893,47.350582,56.108494,47.266497,51.468105,43.501484,57.081314,49.917229,53.463831,46.812344,59.518402,43.487973,50.400661,53.235686,44.845620,42.022430,0.000000,48.652206,55.278899,50.549030,43.890772,44.463017,40.652290,46.784932,45.526726,34.692754,43.249135,52.966629,52.741960,44.521180,38.488342,42.968522,37.901291,50.674479,49.866710,54.266677,41.587288,49.779459,48.542011,51.686727,49.113220
